school_code,postal_code,city,name
9711290A,97150,Saint-Martin,Ecole maternelle privée Les sapotilles
9720093U,97216,L'Ajoupa-Bouillon,Ecole maternelle Acalypha
9720097Y,97217,Les Anses-d'Arlet,Ecole maternelle
9720119X,97250,Fonds-Saint-Denis,Ecole primaire FONDS-SAINT-DENIS
9720135P,97200,Fort-de-France,Ecole Primaire Mireille Gallot - Citron
9720152H,97200,Fort-de-France,Ecole primaire Eugene Revert
9720158P,97200,Fort-de-France,Ecole élémentaire Ravine Vilaine
9720176J,97240,Le François,Ecole primaire Bois Soldat
9720180N,97240,Le François,Ecole primaire AUGUSTE VIVIES - MORNE ACAJOU
9720185U,97240,Le François,Ecole élémentaire Sucrerie
9720190Z,97213,Gros-Morne,Ecole maternelle La Fraicheur
9720233W,97260,Le Morne-Rouge,Ecole primaire Fond Marie Reine
9720244H,97211,Rivière-Pilote,Ecole maternelle  MANNIKOU
9720249N,97211,Rivière-Pilote,Ecole primaire Préfontaine
9720253T,97215,Rivière-Salée,Ecole maternelle Grand Bourg
9720264E,97231,Le Robert,Ecole primaire Couronne Lourel
9720267H,97231,Le Robert,Ecole primaire Leo Adelaide
9720287E,97212,Saint-Joseph,Ecole élémentaire MARCEAU EDOUARD - SAINT-JOSEPH A
9720293L,97212,Saint-Joseph,Ecole primaire AMBROISE PALIX - GONDEAU
9720297R,97228,Sainte-Luce,Ecole maternelle CARAIBE
9720300U,97230,Sainte-Marie,Ecole élémentaire HENRI-GUEDON
9720304Y,97230,Sainte-Marie,Ecole maternelle LES BOUTONS D'OR
9720308C,97230,Sainte-Marie,Ecole primaire Euloge Astar
9720315K,97230,Sainte-Marie,Ecole primaire Yvette Hilarus
9720325W,97233,Schoelcher,Ecole primaire Jocelyne BEROARD
9720334F,97220,La Trinité,Ecole élémentaire Pierre Cirille
9720342P,97280,Le Vauclin,Ecole maternelle Les Corallines
9720355D,97234,Fort-de-France,Ecole élémentaire YVES GOUSSARD
9720365P,97232,Le Lamentin,Ecole élémentaire Long Pré
9720408L,97200,Fort-de-France,Ecole primaire privée Séminaire Collège Sainte Marie
9720415U,97224,Ducos,Ecole maternelle Solange ARIBO
9720491B,97232,Le Lamentin,Ecole maternelle Les Capucines
9720492C,97200,Fort-de-France,Ecole maternelle Ravine Bouille
9720539D,97232,Le Lamentin,Ecole primaire Gondeau Palmiste B
9720545K,97220,La Trinité,Ecole maternelle Auguste Rejon
9720552T,97220,La Trinité,Ecole élémentaire AUGUSTE REJON
9720701E,97200,Fort-de-France,Ecole Primaire Aristide Maugee
9720724E,97223,Le Diamant,Ecole maternelle O'Mullane
9720729K,97233,Schoelcher,Ecole élémentaire FOND LAHAYE
9720730L,97200,Fort-de-France,Ecole élémentaire Baie des Tourelles A
9720802P,97233,Schoelcher,Ecole maternelle d'application Anse Madame
9720803R,97200,Fort-de-France,Ecole élémentaire SAINTE-THERESE A - DANIEL PIDERY
9720830V,97215,Rivière-Salée,Ecole primaire Thoraille
9720834Z,97200,Fort-de-France,Ecole élémentaire MARIE-THERESE GERTRUDE
9720840F,97240,Le François,Ecole maternelle privée Les Coccinelles
9720869M,97212,Saint-Joseph,A COMPLETER
9720910G,97215,Rivière-Salée,Ecole Communautaire Entrepreneuriale Montessori (E.C.E.M)
9730033Y,97300,Cayenne,Ecole maternelle Dorville Léonco
9730034Z,97300,Cayenne,Ecole élémentaire d'application Just Hyasine
9730035A,97300,Cayenne,Ecole élémentaire Marie Lucette Boris
9730042H,97300,Cayenne,Ecole élémentaire Gaëtan Hermine
9730045L,97320,Saint-Laurent-du-Maroni,Ecole élémentaire Edouard Caman
9730063F,97300,Cayenne,Ecole maternelle Luckner D'ABREU
9730077W,97326,Cayenne,Ecole primaire privée externat Saint Joseph
9730098U,97316,Papaichton,Ecole élémentaire Gran Man Tolinga
9730100W,97310,Kourou,Ecole maternelle Emile Nézes
9730102Y,97310,Kourou,Ecole élémentaire Emile Nézes
9730113K,97320,Saint-Laurent-du-Maroni,Ecole élémentaire Elise Giffard
9730122V,97351,Matoury,Ecole maternelle Raoul Roumillac
9730123W,97354,Remire-Montjoly,Ecole maternelle Saint-Ange Méthon
9730124X,97315,Sinnamary,Ecole maternelle de Sinnamary
9730127A,97310,Kourou,Ecole élémentaire Michel Lohier
9730146W,97354,Remire-Montjoly,Ecole maternelle Michel Dipp
9730147X,97350,Iracoubo,Ecole maternelle Michel Lohier
9730160L,97370,Maripasoula,Ecole maternelle Antoine Abienso
9730161M,97313,Saint-Georges,Ecole maternelle Henri Sulny
9730163P,97351,Matoury,Ecole maternelle Les Moucayas
9730165S,97370,Maripasoula,Ecole élémentaire d'Elahé
9730189T,97300,Cayenne,Ecole maternelle Gaëtan Hermine
9730197B,97354,Remire-Montjoly,Ecole primaire privée Sainte Thérèse
9730213U,97351,Matoury,Ecole élémentaire Guimanmin
9730240Y,97350,Iracoubo,Ecole primaire Yakaluwan
9730243B,97351,Matoury,Ecole primaire Abriba
9730245D,97370,Maripasoula,Ecole élémentaire Alexis Jonas
9730249H,97355,Macouria,Ecole primaire groupe scolaire Maud Nadiré
9730272H,97340,Grand-Santi,Ecole primaire Apaguy
9730284W,97320,Saint-Laurent-du-Maroni,Ecole élémentaire Armide Euzet
9730305U,97393,Saint-Laurent-du-Maroni,Ecole primaire privée La Persévérance
9730316F,97320,Saint-Laurent-du-Maroni,Ecole primaire Alexander Mac Instosch
9730319J,97351,Matoury,Ecole primaire Le Larivot
9730339F,97320,Saint-Laurent-du-Maroni,Ecole élémentaire Edgard Milien
9730368M,97351,Matoury,Ecole primaire du Bourg
9730369N,97360,Mana,Ecole primaire Cécilien Robinson
9730383D,97310,Kourou,Ecole primaire Olive palmot
9730399W,97300,Cayenne,Ecole élémenraire Vendôme
9730432G,97313,Saint-Georges,Ecole élémentaire Gabin
9730448Z,97355,Macouria,Ecole primaire groupe scolaire Sainte Agathe
9730471Z,97370,Maripasoula,Ecole maternelle Alexandre Duplessis
9730496B,97320,Saint-Laurent-du-Maroni,École élémentaire Saint Jean Baptiste de la Salle
9730503J,97320,Saint-Laurent-du-Maroni,École élémentaire Prospérité
9730506M,97320,Saint-Laurent-du-Maroni,Ecole élémentaire Michel NORKA
9730522E,97355,Macouria,Ecole primaire Zac de Soula 3
9740499Z,97440,Saint-André,Ecole primaire privée catholique Notre Dame de la Salette
9740502C,97410,Saint-Pierre,Ecole élémentaire privée Notre-Dame de la Providence
9740523A,97400,Saint-Denis,Ecole primaire privée catholique Sacré Coeur
9740532K,97460,Saint-Paul,Ecole primaire privée Sainte Bernadette
9740534M,97419,La Possession,Ecole primaire privée catholique Saint Charles
9741643T,97425,Les Avirons,Ecole primaire privée Montessori Graines de vie
9741652C,97434,Saint-Paul,Ecole maternelle privée My School
9741678F,97441,Sainte-Suzanne,Ecole maternelle privée des Petits Zé Grands
9750002D,97500,Miquelon-langlade,Ecole maternelle Ile aux enfants
9750020Y,97500,Saint pierre,Ecole maternelle privée Saint Louis de Gonzague
9760024X,97615,Dzaoudzi,Ecole élémentaire Mme Juliette BEBE
9760025Y,97600,Mamoudzou,Ecole élémentaire de Doujani 1
9760035J,97620,Chirongui,Ecole élémentaire de Poroani 1 Bambansouf
9760045V,97650,Bandraboua,Ecole élémentaire ARC-EN-CIEL
9760046W,97660,Bandrele,Ecole primaire publique Dapani
9760048Y,97620,Bouéni,Ecole primaire publique Bambo Ouest
9760050A,97670,Chiconi,Ecole élémentaire de Soha
9760054E,97660,Dembeni,Ecole élémentaire de Ongoujou
9760082K,97630,Acoua,Ecole élémentaire de Mtsangadoua
9760083L,97660,Bandrele,Ecole primaire publique Nyambadao
9760084M,97620,Bouéni,Ecole élémentaire de Hagnoundrou-COCO MAMOUSSA
9760089T,97620,Bouéni,Ecole élémentaire publique Moinatrindri
9760090U,97660,Bandrele,Ecole primaire publique Bambo Est
9760114V,97600,Mamoudzou,Ecole élémentaire Mchindra Saïd Mchindra
9760144C,97680,Tsingoni,Ecole maternelle publique ECAP de Combani 1
9760150J,97600,Koungou,Ecole maternelle de Kangani
9760156R,97600,Koungou,Ecole maternelle de Trevani
9760168D,97630,Acoua,Ecole maternelle d'Acoua
9760172H,97620,Bouéni,Ecole mat Hagnoundrou-AMINA MCHANGAMA
9760191D,97680,Tsingoni,Ecole maternelle de Tsingoni
9760200N,97600,Mamoudzou,Ecole maternelle de Vahibe
9760202R,97600,Koungou,Ecole élémentaire publique Koungou Baobab
9760204T,97600,Koungou,Ecole élémentaire de Majicavo Koropa 1
9760217G,97600,Mamoudzou,Ecole élémentaire de M'Gombani
9760221L,97615,Pamandzi,Ecole maternelle de Pamandzi 6
9760226S,97630,Mtsamboro,Ecole maternelle de Hamjago
9760242J,97630,Mtsamboro,Ecole maternelle de M'Tsahara Plage
9760243K,97650,M'Tsangamouji,Ecole maternelle de M'Tsangamouji Centre
9760247P,97600,Mamoudzou,Ecole maternelle de Passamainty 3 Mhogoni
9760268M,97600,Mamoudzou,Ecole élémentaire de Vahibé 2
9760277X,97600,Mamoudzou,Ecole élémentaire privée les Roussettes
9760311J,97600,Mamoudzou,Ecole maternelle Annexe
9760342T,97600,Mamoudzou,A COMPLETER
9760343U,97660,Bandrele,Ecole primaire privée Pain d'Epices
9760367V,97640,Sada,ECOLE LAÏQUE PRIVEE LES FLAMBOYANTS
9760377F,97620,Chirongui,ECOLE PRIVEE UNE SOURIS VERTE
9760466C,97680,Tsingoni,"Association Horizon, Ecole démocratique de Mayotte"
9830032T,98835,Dumbea,Ecole primaire d'Auteuil
9830034V,98835,Dumbea,Ecole primaire John Higginson
9830043E,98813,Canala,Ecole primaire de Canala
9830065D,98800,Nouméa,GS TEYSSANDIER-PETIT POUCET
9830098P,98826,Poum,Ecole primaire de Poum
9830134D,98828,Maré,Ecole primaire de Tuho
9830149V,98884,Lifou,E.E.PU DE SILOAM
9830156C,98832,Ile-des-pins,Ecole primaire privée Saint Joseph Vao - Enseignement catholique
9830157D,98811,Belep,Ecole primaire privée de Wala - Enseignement catholique
9830197X,98823,Ponerihouen,Ecole primaire privée de Tchamba - Enseignement libre protestant
9830215S,98826,Poum,Ecole primaire privée Saint Joseph - Arama - Enseignement catholique
9830216T,98870,Bourail,Ecole primaire privée Saint Joseph - Enseignement catholique
9830249D,98829,Thio,Ecole primaire privée Saint François - Enseignement catholique
9830251F,98834,Yaté,Ecole primaire privée Sainte Thérèse de Touaourou - Enseignement catholique
9830307S,98800,Nouméa,Ecole primaire Henriette Gervolino
9830315A,98882,Sarraméa,Ecole primaire de Sarraméa
9830610W,98809,Mont-dore,GRPE SCO DE YAHOUE
9830618E,98800,Nouméa,A COMPLETER
9830637A,98800,Nouméa,A COMPLETER
9830655V,98857,Nouméa,ECOLE INTERNATIONALE JAMES COOK
9830688F,98835,Dumbea,A COMPLETER
9830699T,98835,Dumbea,Ecole catholique de Dumbéa sur mer
9840039V,98741,Hiva-oa,Centre scolaire primaire Atuona
9840043Z,98745,Ua-pou,Ecole primaire Hakahetau
9840083T,98720,Taiarapu,Ecole primaire Faaone Ahiti Tera
9840095F,98771,Manihi,Ecole primaire Manihi
9840097H,98767,Hao,Ecole primaire Hao Te Tahua o Fariki
9840102N,98777,Rangiroa,Ecole primaire Mataiva Tamarii Hitirau
9840103P,98772,Napuka,Ecole primaire Napuka
9840109W,98769,Makemo,Ecole primaire MAKEMO
9840114B,98760,Anaa,Ecole primaire ANAA  Manava Tavahiroa
9840122K,98728,Moorea,Ecole primaire Maatea
9840216M,98784,Tureia,Ecole primaireTureia
9840249Y,98768,Hikueru,Ecole primaire Hikueru
9870004R,98600,Uvea,Ecole primaire privée de Hahake
9870024M,98600,Uvea,Ecole primaire privée de Fatima
9830181E,98815,Hienghene,Ecole primaire privée de Bas-Coulna - Enseignement libre protestant
9840469M,98714,Papeete,ECOLE SAINT JEAN-BAPTISTE DE PUTIAORO-FARIIMATA
9830012W,98800,Nouméa,Ecole maternelle Marguerite Lefrançois
9830035W,98809,Mont-dore,Ecole primaire du Vallon-Dore
9830099R,98817,Kaala-gomen,Ecole maternelle de Ouaco
9830106Y,98833,Voh,Ecole primaire de Voh
9830167P,98820,Lifou,Ecole primaire privée de Havila - Eglise évangélique
9830243X,98824,Pouebo,Ecole maternelle privée de Diahoué - Enseignement catholique
9830326M,98800,Nouméa,Ecole maternelle Les Roses
9830370K,98828,Maré,Ecole maternelle de Netché
9830424U,98823,Ponerihouen,Ecole maternelle de Ponérihouen
9830546B,98815,Hienghene,Ecole Maternelle de Panié
9830701V,98835,Dumbea,Ecole élémentaire publique Jack MAINGUET
9840037T,98748,Nuku-hiva,Ecole primaire Hatiheu
9840047D,98741,Hiva-oa,Ecole primaire Hanapaaoa
9840048E,98745,Ua-pou,Ecole primaire Hakatao
9840107U,98765,Fangatau,Ecole primaire FANGATAU PAETAHA
9840186E,98741,Hiva-oa,Ecole primaire privée Sainte Anne
9840452U,98718,Punaauia,Centre des jeunes adolescents PUNAAUIA
9840453V,98752,Rimatara,Centre des jeunes adolescents RIMATARA
9840460C,98714,Papeete,Ecole maternelle Tama Nui
9870019G,98620,Sigave,Ecole maternelle privée Sigave
9870031V,98610,Alo,Ecole maternelle privée Vele Alo
0755103P,75018,Paris 18e  Arrondissement,E.P.PU PAJOL 11 rue Pajol
0755591V,75019,Paris 19e  Arrondissement,E.P.PU CLAUDE BERNARD 118 boulevard Mac Donald
0755685X,75013,Paris 13e  Arrondissement,E.M.PR MONTESSORI LA BALEINE 5 rue Buot
0755841S,75020,Paris 20e  Arrondissement,E.P.PU OLIVIER METRA 32 rue Olivier Métra
0755842T,75019,Paris 19e  Arrondissement,E.P.PU MACDONALD 141 boulevard Mac Donald
0755847Y,75015,Paris 15e  Arrondissement,E.E.PR EIB THE VICTOR HUGO SCHOOL 23 rue de Cronstadt
0755886R,75007,Paris  7e  Arrondissement,E.E.PR COURS DU PONT DE PIERRE 11 rue de la Comète
0755899E,75007,Paris  7e  Arrondissement,E.P.PR ELLIPSE MONTESSORI ACADEMY 3 rue Amélie
0755915X,75008,Paris  8e  Arrondissement,E.P.PR ECOLE CANADIENNE BILINGUE PARIS 5 rue d'Aguesseau
0755923F,75018,Paris 18e  Arrondissement,E.E.PR L ILOT MONTESSORI 136 rue Damrémont
0755991E,75015,Paris 15e  Arrondissement,Ecole maternelle privée Wi School
0756088K,75018,Paris 18e  Arrondissement,E.M.PR ECOLE MONTESSORI SQUARE 25 rue d'Orsel
0756122X,75011,Paris 11e  Arrondissement,Ecole Primaire Privée Walt
0760207M,76000,Rouen,Ecole maternelle Marie Houdemare
0760245D,76100,Rouen,Ecole maternelle Honoré de Balzac
0760250J,76100,Rouen,Ecole maternelle Cavelier de La Salle
0760256R,76000,Rouen,Ecole maternelle Marguerite Messier
0760268D,76430,Graimbouville,Ecole primaire Henri Boullen
0760279R,76430,Saint-Vincent-Cramesnil,Ecole primaire Jean-Louis du Douet
0760305U,76680,Ventes-Saint-Rémy,Ecole maternelle
0760306V,76780,Argueil,Ecole primaire le Mont-Huleu
0760314D,76780,La Hallotière,Ecole élémentaire
0760320K,76780,Nolléval,Ecole élémentaire
0760326S,76390,Aubéguimont,Ecole élémentaire
0760334A,76390,Haudricourt,Ecole élémentaire
0760342J,76390,Ronchois,Ecole maternelle
0760407E,76200,Dieppe,Ecole maternelle Louis Vauquelin
0760413L,76560,Boudeville,Ecole élémentaire
0760416P,76560,Etalleville,Ecole élémentaire
0760425Z,76560,Le Torp-Mesnil,Ecole élémentaire
0760428C,76160,Darnétal,Ecole élémentaire Georges Clémenceau
0760432G,76160,Darnétal,Ecole élémentaire Suzanne Savale
0760436L,76420,Bihorel,Ecole élémentaire Larpin
0760444V,76230,Bois-Guillaume,Ecole élémentaire Georges Bernanos
0760445W,76160,Bois-l'Evêque,Ecole élémentaire
0760449A,76780,Le Héron,Ecole élémentaire
0760454F,76160,Roncherolles-sur-le-Vivier,Ecole élémentaire
0760462P,76160,Saint-Léger-du-Bourg-Denis,Ecole élémentaire René Coty I
0760463R,76160,Saint-Martin-du-Vivier,Ecole primaire Joseph Hemery
0760477F,76116,Catenay,Ecole élémentaire Jacques-Philippe Guillard
0760481K,76750,Longuerue,Ecole élémentaire
0760502H,76450,Ocqueville,Ecole primaire
0760506M,76450,Saint-Martin-aux-Buneaux,Ecole primaire Pierre Georges
0760515X,76520,Les Authieux-sur-le-Port-Saint-Ouen,Ecole élémentaire les Prés Verts
0760526J,76520,Mesnil-Raoul,Ecole maternelle la Petite Sirène
0760549J,76680,Pommeréval,Ecole élémentaire
0760551L,76680,Saint-Hellier,Ecole élémentaire
0760559V,76210,Bolbec,Ecole maternelle Paul Bert
0760600P,76340,Hodeng-au-Bosc,Ecole primaire
0760605V,76340,Réalcamp,Ecole élémentaire
0760607X,76340,Rieux,Ecole maternelle
0760618J,76690,Claville-Motteville,Ecole élémentaire
0760620L,76690,Esteville,Ecole primaire
0760629W,76710,Montville,Ecole élémentaire Hector Berlioz
0760635C,76690,Saint-Georges-sur-Fontaine,Ecole primaire des chasse-marée
0760637E,76690,Sierville,Ecole primaire
0760658C,76133,Saint-Martin-du-Bec,Ecole primaire
0760660E,76790,Le Tilleul,Ecole élémentaire
0760661F,76280,Turretot,Ecole élémentaire Les Vikings
0760671S,76490,Maulévrier-Sainte-Gertrude,Ecole primaire
0760696U,76660,Wanchy-Capval,Ecole élémentaire
0760744W,76330,Port-Jérôme-sur-Seine,Ecole maternelle Petite Campagne
0760745X,76170,Saint-Antoine-la-Forêt,Ecole élémentaire Maurice Leblanc
0760754G,76170,Port-Jérôme-sur-Seine,Ecole élémentaire
0760773C,76270,Nesle-Hodeng,Ecole élémentaire
0760817A,76610,Le Havre,Ecole élémentaire Paul Bert I
0760831R,76600,Le Havre,Ecole élémentaire Henry Genestal
0760842C,76620,Le Havre,Ecole élémentaire Jean Zay
0760848J,76880,Arques-la-Bataille,Ecole maternelle
0760860X,76880,Martigny,Ecole maternelle André Tavernier
0760892G,76560,Héricourt-en-Caux,Ecole primaire la Ronde des Couleurs
0760897M,76450,Thiouville,Ecole élémentaire
0760909A,76190,Saint Martin de l'If,Ecole primaire
0760918K,76570,Emanville,Ecole élémentaire
0760934C,76360,Barentin,Ecole maternelle Marie Pape Carpentier
0760939H,76300,Sotteville-lès-Rouen,Ecole maternelle Ferdinand Buisson
0760949U,76300,Sotteville-lès-Rouen,Ecole élémentaire Jules Michelet
0760956B,76350,Oissel,Ecole maternelle Jean Jaurès
0760968P,76800,Saint-Etienne-du-Rouvray,Ecole maternelle Paul Langevin
0760987K,76720,Val-de-Scie,Ecole élémentaire Jean QUESNAY
0760997W,76590,Gonneville-sur-Scie,Ecole maternelle
0760998X,76590,Gonneville-sur-Scie,Ecole maternelle
0761001A,76890,Saint-Denis-sur-Scie,Ecole élémentaire
0761002B,76890,Saint-Maclou-de-Folleville,Ecole élémentaire
0761014P,76400,Colleville,Ecole primaire
0761020W,76540,Limpiville,Ecole primaire
0761030G,76540,Theuville-aux-Maillots,Ecole élémentaire
0761031H,76540,Thiergeville,Ecole élémentaire
0761035M,76540,Ypreville-Biville,Ecole maternelle
0761038R,76760,Ancretiéville-Saint-Victor,Ecole primaire
0761053G,76760,Saint-Martin-aux-Arbres,Ecole élémentaire
0761055J,76760,Vibeuf,Ecole maternelle
0761074E,76150,Maromme,Ecole maternelle Thérèse Delbos
0761086T,76380,Canteleu,Ecole maternelle Guy de Maupassant
0761089W,76380,Canteleu,Ecole Elémentaire Village
0761105N,76130,Mont-Saint-Aignan,Ecole maternelle Antoine de Saint-Exupéry
0761111V,76960,Notre-Dame-de-Bondeville,Ecole élémentaire Victor Hugo
0761115Z,76480,Roumare,Ecole primaire
0761122G,76290,Montivilliers,Ecole élémentaire Victor Hugo
0761180V,76120,Le Grand-Quevilly,Ecole élémentaire Roger Salengro
0761186B,76113,Hautot-sur-Seine,Ecole primaire Maurice Genevoix
0761211D,76700,Gonfreville-l'Orcher,Ecole élémentaire Arthur Fleury
0761227W,76700,Gonfreville-l'Orcher,Ecole maternelle Paul Langevin - Henri Wallon
0761237G,76600,Le Havre,Ecole maternelle Alphonse de Lamartine
0761240K,76600,Le Havre,Ecole primaire Jacques Cassard
0761244P,76610,Le Havre,Ecole maternelle les Dahlias
0761246S,76600,Le Havre,Ecole maternelle les Douanes
0761254A,76600,Le Havre,Ecole maternelle Mailleraye
0761258E,76620,Le Havre,Ecole maternelle République
0761259F,76610,Le Havre,Ecole maternelle Maximilien Robespierre
0761260G,76600,Le Havre,Ecole maternelle George Sand
0761261H,76620,Le Havre,Ecole maternelle Victor Hugo
0761264L,76620,Le Havre,Ecole maternelle Colette
0761277A,76220,Elbeuf-en-Bray,Ecole élémentaire
0761306G,76370,Dieppe,Ecole élémentaire Paul Langevin
0761377J,76640,Alvimare,Ecole maternelle
0761381N,76640,Cléville,Ecole élémentaire
0761382P,76640,Cliponville,Ecole primaire
0761422H,76870,Gaillefontaine,Ecole élémentaire Lazare Hoche
0761447K,76110,Bréauté,Ecole primaire Henri Blanc
0761458X,76110,Mentheville,Ecole élémentaire
0761469J,76480,Anneville-Ambourville,Ecole primaire Jean Mermoz
0761507A,76500,Elbeuf,Ecole élémentaire Molière
0761518M,76410,Freneuse,Ecole primaire les Cygnes
0761529Z,76410,Sotteville-sous-le-Val,Ecole primaire Hergé
0761531B,76410,Tourville-la-Rivière,Ecole élémentaire Louis Aragon
0761534E,76500,Elbeuf,Ecole maternelle Raymonde Lefrançois
0761558F,76260,Saint-Martin-le-Gaillard,Ecole maternelle
0761568S,76260,Villy-sur-Yères,Ecole élémentaire
0761578C,76400,Ganzeville,Ecole primaire
0761581F,76790,Les Loges,Ecole élémentaire Jules Verne
0761587M,76400,Tourville-les-Ifs,Ecole élémentaire Marcel Pagnol
0761591S,76400,Fécamp,Ecole maternelle Germaine Coty
0761612P,76510,Notre-Dame-d'Aliermont,Ecole primaire Marcel Breton
0761614S,76510,Ricarville-du-Val,Ecole élémentaire
0761625D,76630,Sauchay,Ecole élémentaire
